,TLD,Type,Punycode,Language Code,Translation,Romanized,RTL,Sponsor
856,movie,gTLD,,,,,no,"Binky Moon, LLC"
857,movistar,gTLD,,,,,no,Not assigned
858,mp,ccTLD,,,,,no,"Saipan Datacom, Inc."
859,mq,ccTLD,,,,,no,MEDIASERV
860,mr,ccTLD,,,,,no,Université de Nouakchott Al Aasriya
861,ms,ccTLD,,,,,no,MNI Networks Ltd.
862,msd,gTLD,,,,,no,"MSD Registry Holdings, Inc."
863,mt,ccTLD,,,,,no,NIC (Malta)
864,mtn,gTLD,,,,,no,MTN Dubai Limited
865,mtpc,gTLD,,,,,no,Retired
866,mtr,gTLD,,,,,no,MTR Corporation Limited
867,mu,ccTLD,,,,,no,Internet Direct Ltd
868,museum,sTLD,,,,,no,Museum Domain Management Association
869,mutual,gTLD,,,,,no,"Northwestern Mutual MU TLD Registry, LLC"
870,mutuelle,gTLD,,,,,no,Retired
871,mv,ccTLD,,,,,no,Dhiraagu Pvt. Ltd. (DHIVEHINET)
872,mw,ccTLD,,,,,no,Malawi Sustainable Development Network Programme (Malawi SDNP)
873,mx,ccTLD,,,,,no,NIC-Mexico ITESM - Campus Monterrey
874,my,ccTLD,,,,,no,MYNIC Berhad
875,mz,ccTLD,,,,,no,Centro de Informatica de Universidade Eduardo Mondlane
876,na,ccTLD,,,,,no,Namibian Network Information Center
877,nab,gTLD,,,,,no,National Australia Bank Limited
878,nadex,gTLD,,,,,no,Not assigned
879,nagoya,gTLD,,,,,no,"GMO Registry, Inc."
880,name,grTLD,,,,,no,"VeriSign Information Services, Inc."
881,nationwide,gTLD,,,,,no,Nationwide Mutual Insurance Company
882,natura,gTLD,,,,,no,NATURA COSMÉTICOS S.A.
883,navy,gTLD,,,,,no,United TLD Holdco Ltd.
884,nba,gTLD,,,,,no,"NBA REGISTRY, LLC"
885,nc,ccTLD,,,,,no,Office des Postes et Telecommunications
886,ne,ccTLD,,,,,no,SONITEL
887,nec,gTLD,,,,,no,NEC Corporation
888,net,gTLD,,,,,no,VeriSign Global Registry Services
889,netbank,gTLD,,,,,no,COMMONWEALTH BANK OF AUSTRALIA
890,netflix,gTLD,,,,,no,"Netflix, Inc."
891,network,gTLD,,,,,no,"Binky Moon, LLC"
892,neustar,gTLD,,,,,no,"NeuStar, Inc."
893,new,gTLD,,,,,no,Charleston Road Registry Inc.
894,newholland,gTLD,,,,,no,CNH Industrial N.V.
895,news,gTLD,,,,,no,United TLD Holdco Ltd.
896,next,gTLD,,,,,no,Next plc
897,nextdirect,gTLD,,,,,no,Next plc
898,nexus,gTLD,,,,,no,Charleston Road Registry Inc.
899,nf,ccTLD,,,,,no,Norfolk Island Data Services
900,nfl,gTLD,,,,,no,NFL Reg Ops LLC
901,ng,ccTLD,,,,,no,Nigeria Internet Registration Association
902,ngo,gTLD,,,,,no,Public Interest Registry
903,nhk,gTLD,,,,,no,Japan Broadcasting Corporation (NHK)
904,ni,ccTLD,,,,,no,Universidad Nacional del Ingernieria Centro de Computo
905,nico,gTLD,,,,,no,"DWANGO Co., Ltd."
906,nike,gTLD,,,,,no,"NIKE, Inc."
907,nikon,gTLD,,,,,no,NIKON CORPORATION
908,ninja,gTLD,,,,,no,United TLD Holdco Ltd.
909,nissan,gTLD,,,,,no,"NISSAN MOTOR CO., LTD."
910,nissay,gTLD,,,,,no,Nippon Life Insurance Company
911,nl,ccTLD,,,,,no,SIDN (Stichting Internet Domeinregistratie Nederland)
912,no,ccTLD,,,,,no,Norid A/S
913,nokia,gTLD,,,,,no,Nokia Corporation
914,northwesternmutual,gTLD,,,,,no,"Northwestern Mutual Registry, LLC"
915,norton,gTLD,,,,,no,Symantec Corporation
916,now,gTLD,,,,,no,"Amazon Registry Services, Inc."
917,nowruz,gTLD,,,,,no,Asia Green IT System Bilgisayar San. ve Tic. Ltd. Sti.
918,nowtv,gTLD,,,,,no,Starbucks (HK) Limited
919,np,ccTLD,,,,,no,Mercantile Communications Pvt. Ltd.
920,nr,ccTLD,,,,,no,CENPAC NET
921,nra,gTLD,,,,,no,"NRA Holdings Company, INC."
922,nrw,gTLD,,,,,no,Minds + Machines GmbH
923,ntt,gTLD,,,,,no,NIPPON TELEGRAPH AND TELEPHONE CORPORATION
924,nu,ccTLD,,,,,no,The IUSN Foundation
925,nyc,gTLD,,,,,no,The City of New York by and through the New York City Department of Information Technology & Telecommunications
926,nz,ccTLD,,,,,no,InternetNZ
927,obi,gTLD,,,,,no,OBI Group Holding SE & Co. KGaA
928,observer,gTLD,,,,,no,"Top Level Spectrum, Inc."
929,off,gTLD,,,,,no,"Johnson Shareholdings, Inc."
930,office,gTLD,,,,,no,Microsoft Corporation
931,okinawa,gTLD,,,,,no,"BRregistry, Inc."
932,olayan,gTLD,,,,,no,Crescent Holding GmbH
933,olayangroup,gTLD,,,,,no,Crescent Holding GmbH
934,oldnavy,gTLD,,,,,no,"The Gap, Inc."
935,ollo,gTLD,,,,,no,Dish DBS Corporation
936,om,ccTLD,,,,,no,Telecommunications Regulatory Authority (TRA)
937,omega,gTLD,,,,,no,The Swatch Group Ltd
938,one,gTLD,,,,,no,One.com A/S
939,ong,gTLD,,,,,no,Public Interest Registry
940,onl,gTLD,,,,,no,iRegistry GmbH
941,online,gTLD,,,,,no,DotOnline Inc.
942,onyourside,gTLD,,,,,no,Nationwide Mutual Insurance Company
943,ooo,gTLD,,,,,no,INFIBEAM INCORPORATION LIMITED
944,open,gTLD,,,,,no,"American Express Travel Related Services Company, Inc."
945,oracle,gTLD,,,,,no,Oracle Corporation
946,orange,gTLD,,,,,no,Orange Brand Services Limited
947,org,gTLD,,,,,no,Public Interest Registry (PIR)
948,organic,gTLD,,,,,no,Afilias Limited
949,orientexpress,gTLD,,,,,no,Retired
950,origins,gTLD,,,,,no,The Estée Lauder Companies Inc.
951,osaka,gTLD,,,,,no,"Osaka Registry Co., Ltd."
952,otsuka,gTLD,,,,,no,"Otsuka Holdings Co., Ltd."
953,ott,gTLD,,,,,no,Dish DBS Corporation
954,ovh,gTLD,,,,,no,OVH SAS
955,pa,ccTLD,,,,,no,Universidad Tecnologica de Panama
956,page,gTLD,,,,,no,Charleston Road Registry Inc.
957,pamperedchef,gTLD,,,,,no,Not assigned
958,panasonic,gTLD,,,,,no,Panasonic Corporation
959,panerai,gTLD,,,,,no,Not assigned
960,paris,gTLD,,,,,no,City of Paris
961,pars,gTLD,,,,,no,Asia Green IT System Bilgisayar San. ve Tic. Ltd. Sti.
962,partners,gTLD,,,,,no,"Binky Moon, LLC"
963,parts,gTLD,,,,,no,"Binky Moon, LLC"
964,party,gTLD,,,,,no,Blue Sky Registry Limited
965,passagens,gTLD,,,ticket,,no,Travel Reservations SRL
966,pay,gTLD,,,,,no,"Amazon Registry Services, Inc."
967,pccw,gTLD,,,,,no,PCCW Enterprises Limited
968,pe,ccTLD,,,,,no,Red Cientifica Peruana
969,pet,gTLD,,,,,no,Afilias Limited
970,pf,ccTLD,,,,,no,Gouvernement de la Polynésie française
971,pfizer,gTLD,,,,,no,Pfizer Inc.
972,pg,ccTLD,,,,,no,PNG DNS Administration Vice Chancellors Office The Papua New Guinea University of Technology
973,ph,ccTLD,,,,,no,PH Domain Foundation
974,pharmacy,gTLD,,,,,no,National Association of Boards of Pharmacy
975,phd,gTLD,,,,,no,Charleston Road Registry Inc.
976,philips,gTLD,,,,,no,Koninklijke Philips N.V.
977,phone,gTLD,,,,,no,Dish DBS Corporation
978,photo,gTLD,,,,,no,"Uniregistry, Corp."
979,photography,gTLD,,,,,no,"Binky Moon, LLC"
980,photos,gTLD,,,,,no,"Binky Moon, LLC"
981,physio,gTLD,,,,,no,PhysBiz Pty Ltd
982,piaget,gTLD,,,,,no,Not assigned
983,pics,gTLD,,,,,no,"Uniregistry, Corp."
984,pictet,gTLD,,,,,no,Pictet Europe S.A.
985,pictures,gTLD,,,,,no,"Binky Moon, LLC"
986,pid,gTLD,,,,,no,"Top Level Spectrum, Inc."
987,pin,gTLD,,,,,no,"Amazon Registry Services, Inc."
988,ping,gTLD,,,,,no,"Ping Registry Provider, Inc."
989,pink,gTLD,,,,,no,Afilias Limited
990,pioneer,gTLD,,,,,no,Pioneer Corporation
991,pizza,gTLD,,,,,no,"Binky Moon, LLC"
992,pk,ccTLD,,,,,no,PKNIC
993,pl,ccTLD,,,,,no,Research and Academic Computer Network
994,place,gTLD,,,,,no,"Binky Moon, LLC"
995,play,gTLD,,,,,no,Charleston Road Registry Inc.
996,playstation,gTLD,,,,,no,Sony Computer Entertainment Inc.
997,plumbing,gTLD,,,,,no,"Binky Moon, LLC"
998,plus,gTLD,,,,,no,"Binky Moon, LLC"
999,pm,ccTLD,,,,,no,Association Française pour le Nommage Internet en Coopération (A.F.N.I.C.)
1000,pn,ccTLD,,,,,no,Pitcairn Island Administration
1001,pnc,gTLD,,,,,no,"PNC Domain Co., LLC"
1002,pohl,gTLD,,,,,no,Deutsche Vermögensberatung Aktiengesellschaft DVAG
1003,poker,gTLD,,,,,no,Afilias Limited
1004,politie,gTLD,,,,,no,Politie Nederland
1005,porn,gTLD,,,,,no,ICM Registry PN LLC
1006,post,sTLD,,,,,no,Universal Postal Union
1007,pr,ccTLD,,,,,no,Gauss Research Laboratory Inc.
1008,pramerica,gTLD,,,,,no,"Prudential Financial, Inc."
1009,praxi,gTLD,,,,,no,Praxi S.p.A.
1010,press,gTLD,,,,,no,DotPress Inc.
1011,prime,gTLD,,,,,no,"Amazon Registry Services, Inc."
1012,pro,grTLD,,,,,no,Afilias Limited
1013,prod,gTLD,,,,,no,Charleston Road Registry Inc.
1014,productions,gTLD,,,,,no,"Binky Moon, LLC"
1015,prof,gTLD,,,,,no,Charleston Road Registry Inc.
1016,progressive,gTLD,,,,,no,Progressive Casualty Insurance Company
1017,promo,gTLD,,,,,no,Afilias Limited
1018,properties,gTLD,,,,,no,"Binky Moon, LLC"
1019,property,gTLD,,,,,no,"Uniregistry, Corp."
1020,protection,gTLD,,,,,no,XYZ.COM LLC
1021,pru,gTLD,,,,,no,"Prudential Financial, Inc."
1022,prudential,gTLD,,,,,no,"Prudential Financial, Inc."
1023,ps,ccTLD,,,,,no,"Ministry Of Telecommunications & Information Technology, Government Computer Center."
1024,pt,ccTLD,,,,,no,Associação DNS.PT
1025,pub,gTLD,,,,,no,United TLD Holdco Ltd.
1026,pw,ccTLD,,,,,no,Micronesia Investment and Development Corporation
1027,pwc,gTLD,,,,,no,PricewaterhouseCoopers LLP
1028,py,ccTLD,,,,,no,NIC-PY
1029,qa,ccTLD,,,,,no,Communications Regulatory Authority
1030,qpon,gTLD,,,,,no,"dotCOOL, Inc."
1031,quebec,gTLD,,,,,no,PointQuébec Inc
1032,quest,gTLD,,,,,no,XYZ.COM LLC
1033,qvc,gTLD,,,,,no,"QVC, Inc."
1034,racing,gTLD,,,,,no,Premier Registry Limited
1035,radio,gTLD,,,,,no,European Broadcasting Union (EBU)
1036,raid,gTLD,,,,,no,"Johnson Shareholdings, Inc."
1037,re,ccTLD,,,,,no,Association Française pour le Nommage Internet en Coopération (A.F.N.I.C.)
1038,read,gTLD,,,,,no,"Amazon Registry Services, Inc."
1039,realestate,gTLD,,,,,no,dotRealEstate LLC
1040,realtor,gTLD,,,,,no,Real Estate Domains LLC
1041,realty,gTLD,,,,,no,"Fegistry, LLC"
1042,recipes,gTLD,,,,,no,"Binky Moon, LLC"
1043,red,gTLD,,,,,no,Afilias Limited
1044,redstone,gTLD,,,,,no,"Redstone Haute Couture Co., Ltd."
1045,redumbrella,gTLD,,,,,no,"Travelers TLD, LLC"
1046,rehab,gTLD,,,,,no,United TLD Holdco Ltd.
1047,reise,gTLD,,,travel,,no,"Binky Moon, LLC"
1048,reisen,gTLD,,,traveling,,no,"Binky Moon, LLC"
1049,reit,gTLD,,,,,no,"National Association of Real Estate Investment Trusts, Inc."
1050,reliance,gTLD,,,,,no,Reliance Industries Limited
1051,ren,gTLD,,,,,no,ZDNS International Limited
1052,rent,gTLD,,,,,no,XYZ.COM LLC
1053,rentals,gTLD,,,,,no,"Binky Moon, LLC"
1054,repair,gTLD,,,,,no,"Binky Moon, LLC"
1055,report,gTLD,,,,,no,"Binky Moon, LLC"
1056,republican,gTLD,,,,,no,United TLD Holdco Ltd.
1057,rest,gTLD,,,,,no,Punto 2012 Sociedad Anonima Promotora de Inversion de Capital Variable
1058,restaurant,gTLD,,,,,no,"Binky Moon, LLC"
1059,review,gTLD,,,,,no,dot Review Limited
1060,reviews,gTLD,,,,,no,"United TLD Holdco, Ltd."
1061,rexroth,gTLD,,,,,no,Robert Bosch GMBH
1062,rich,gTLD,,,,,no,iRegistry GmbH
1063,richardli,gTLD,,,,,no,Pacific Century Asset Management (HK) Limited
1064,ricoh,gTLD,,,,,no,"Ricoh Company, Ltd."
1065,rightathome,gTLD,,,,,no,Not assigned
1066,ril,gTLD,,,,,no,Reliance Industries Limited
1067,rio,gTLD,,,,,no,Empresa Municipal de Informática SA - IPLANRIO
1068,rip,gTLD,,,,,no,United TLD Holdco Ltd.
1069,rmit,gTLD,,,,,no,Royal Melbourne Institute of Technology
1070,ro,ccTLD,,,,,no,National Institute for R&D in Informatics
1071,rocher,gTLD,,,,,no,Ferrero Trading Lux S.A.
1072,rocks,gTLD,,,,,no,"United TLD Holdco, LTD."
1073,rodeo,gTLD,,,,,no,Minds + Machines Group Limited
1074,rogers,gTLD,,,,,no,Rogers Communications Canada Inc.
1075,room,gTLD,,,,,no,"Amazon Registry Services, Inc."
1076,rs,ccTLD,,,,,no,Serbian National Internet Domain Registry (RNIDS)
1077,rsvp,gTLD,,,invitations and replies,,no,Charleston Road Registry Inc.
1078,ru,ccTLD,,,,,no,Coordination Center for TLD RU
1079,rugby,gTLD,,,,,no,World Rugby Strategic Developments Limited
1080,ruhr,gTLD,,,,,no,regiodot GmbH & Co. KG
1081,run,gTLD,,,,,no,"Binky Moon, LLC"
1082,rw,ccTLD,,,,,no,Rwanda Internet Community and Technology Alliance (RICTA) Ltd
1083,rwe,gTLD,,,,,no,RWE AG
1084,ryukyu,gTLD,,,,,no,"BRregistry, Inc."
1085,sa,ccTLD,,,,,no,Communications and Information Technology Commission
1086,saarland,gTLD,,,,,no,dotSaarland GmbH
1087,safe,gTLD,,,,,no,"Amazon Registry Services, Inc."
1088,safety,gTLD,,,,,no,"Safety Registry Services, LLC."
1089,sakura,gTLD,,,,,no,SAKURA Internet Inc.
1090,sale,gTLD,,,,,no,"United TLD Holdco, Ltd"
1091,salon,gTLD,,,,,no,"Binky Moon, LLC"
1092,samsclub,gTLD,,,,,no,"Wal-Mart Stores, Inc."
1093,samsung,gTLD,,,,,no,"SAMSUNG SDS CO., LTD"
1094,sandvik,gTLD,,,,,no,Sandvik AB
1095,sandvikcoromant,gTLD,,,,,no,Sandvik AB
1096,sanofi,gTLD,,,,,no,Sanofi
1097,sap,gTLD,,,,,no,SAP AG
1098,sapo,gTLD,,,,,no,Not assigned
1099,sarl,gTLD,,,"société à responsabilité limitée, francophone limited liability company",,no,"Binky Moon, LLC"
1100,sas,gTLD,,,,,no,Research IP LLC
1101,save,gTLD,,,,,no,"Amazon Registry Services, Inc."
1102,saxo,gTLD,,,,,no,Saxo Bank A/S
1103,sb,ccTLD,,,,,no,Solomon Telekom Company Limited
1104,sbi,gTLD,,,,,no,STATE BANK OF INDIA
1105,sbs,gTLD,,,,,no,SPECIAL BROADCASTING SERVICE CORPORATION
1106,sc,ccTLD,,,,,no,VCS Pty Ltd
1107,sca,gTLD,,,,,no,SVENSKA CELLULOSA AKTIEBOLAGET SCA (publ)
1108,scb,gTLD,,,,,no,"The Siam Commercial Bank Public Company Limited (""SCB"")"
1109,schaeffler,gTLD,,,,,no,Schaeffler Technologies AG & Co. KG
1110,schmidt,gTLD,,,,,no,SALM S.A.S.
1111,scholarships,gTLD,,,,,no,"Scholarships.com, LLC"
1112,school,gTLD,,,,,no,"Binky Moon, LLC"
1113,schule,gTLD,,,school,,no,"Binky Moon, LLC"
1114,schwarz,gTLD,,,,,no,Schwarz Domains und Services GmbH & Co. KG
1115,science,gTLD,,,,,no,dot Science Limited
1116,scjohnson,gTLD,,,,,no,"Johnson Shareholdings, Inc."
1117,scor,gTLD,,,,,no,Not assigned
1118,scot,gTLD,,,,,no,Dot Scot Registry Limited
1119,sd,ccTLD,,,,,no,Sudan Internet Society
1120,se,ccTLD,,,,,no,The Internet Infrastructure Foundation
1121,search,gTLD,,,,,no,Charleston Road Registry Inc.
1122,seat,gTLD,,,,,no,"SEAT, S.A. (Sociedad Unipersonal)"
1123,secure,gTLD,,,,,no,"Amazon Registry Services, Inc."
1124,security,gTLD,,,,,no,XYZ.COM LLC
1125,seek,gTLD,,,,,no,Seek Limited
1126,select,gTLD,,,,,no,"Registry Services, LLC"
1127,sener,gTLD,,,,,no,"Sener Ingeniería y Sistemas, S.A."
1128,services,gTLD,,,,,no,"Binky Moon, LLC"
1129,ses,gTLD,,,,,no,SES
1130,seven,gTLD,,,,,no,Seven West Media Ltd
1131,sew,gTLD,,,,,no,SEW-EURODRIVE GmbH & Co KG
1132,sex,gTLD,,,,,no,ICM Registry SX LLC
1133,sexy,gTLD,,,,,no,"Uniregistry, Corp."
1134,sfr,gTLD,,,,,no,Societe Francaise du Radiotelephone - SFR
1135,sg,ccTLD,,,,,no,Singapore Network Information Centre (SGNIC) Pte Ltd
1136,sh,ccTLD,,,,,no,Government of St. Helena
1137,shangrila,gTLD,,,,,no,Shangri‐La International Hotel Management Limited
1138,sharp,gTLD,,,,,no,Sharp Corporation
1139,shaw,gTLD,,,,,no,Shaw Cablesystems G.P.
1140,shell,gTLD,,,,,no,Shell Information Technology International Inc
1141,shia,gTLD,,,,,no,Asia Green IT System Bilgisayar San. ve Tic. Ltd. Sti.
1142,shiksha,gTLD,,,education,,no,Afilias Limited
1143,shoes,gTLD,,,,,no,"Binky Moon, LLC"
1144,shop,gTLD,,,,,no,"GMO Registry, Inc."
1145,shopping,gTLD,,,,,no,"Binky Moon, LLC"
1146,shouji,gTLD,,,phone,,no,QIHOO 360 TECHNOLOGY CO. LTD.
1147,show,gTLD,,,,,no,"Binky Moon, LLC"
1148,showtime,gTLD,,,,,no,CBS Domains Inc.
1149,shriram,gTLD,,,,,no,Shriram Capital Ltd.
1150,si,ccTLD,,,,,no,Academic and Research Network of Slovenia (ARNES)
1151,silk,gTLD,,,,,no,"Amazon Registry Services, Inc."
1152,sina,gTLD,,,,,no,Sina Corporation
1153,singles,gTLD,,,,,no,"Binky Moon, LLC"
1154,site,gTLD,,,,,no,DotSite Inc.
1155,sj,ccTLD,,,,,no,Norid A/S
1156,sk,ccTLD,,,,,no,"SK-NIC, a.s."
1157,ski,gTLD,,,,,no,Afilias Limited
1158,skin,gTLD,,,,,no,XYZ.COM LLC
1159,sky,gTLD,,,,,no,Sky International AG
1160,skype,gTLD,,,,,no,Microsoft Corporation
1161,sl,ccTLD,,,,,no,Sierratel
1162,sling,gTLD,,,,,no,Hughes Satellite Systems Corporation
1163,sm,ccTLD,,,,,no,Telecom Italia San Marino S.p.A.
1164,smart,gTLD,,,,,no,"Smart Communications, Inc. (SMART)"
1165,smile,gTLD,,,,,no,"Amazon Registry Services, Inc."
1166,sn,ccTLD,,,,,no,Universite Cheikh Anta Diop NIC Senegal
1167,sncf,gTLD,,,,,no,SNCF (Société Nationale des Chemins de fer Francais)
1168,so,ccTLD,,,,,no,Ministry of Post and Telecommunications
1169,soccer,gTLD,,,,,no,"Binky Moon, LLC"
1170,social,gTLD,,,,,no,United TLD Holdco Ltd.
1171,softbank,gTLD,,,,,no,SoftBank Group Corp.
1172,software,gTLD,,,,,no,"United TLD Holdco, Ltd"
1173,sohu,gTLD,,,,,no,Sohu.com Limited
1174,solar,gTLD,,,,,no,"Binky Moon, LLC"
1175,solutions,gTLD,,,,,no,"Binky Moon, LLC"
1176,song,gTLD,,,,,no,"Amazon Registry Services, Inc."
1177,sony,gTLD,,,,,no,Sony Corporation
1178,soy,gTLD,,,i am,,no,Charleston Road Registry Inc.
1179,spa,gTLD,,,,,no,Asia Spa and Wellness Promotion Council Limited
1180,space,gTLD,,,,,no,DotSpace Inc.
1181,spiegel,gTLD,,,,,no,Not assigned
1182,sport,gTLD,,,,,no,Global Association of International Sports Federations (GAISF)
1183,spot,gTLD,,,,,no,"Amazon Registry Services, Inc."
1184,spreadbetting,gTLD,,,,,no,DOTSPREADBETTING REGISTRY LTD
1185,sr,ccTLD,,,,,no,Telesur
1186,srl,gTLD,,,,,no,InterNetX Corp.
1187,srt,gTLD,,,,,no,Not assigned
1188,ss,ccTLD,,,,,no,National Communication Authority (NCA)
1189,st,ccTLD,,,,,no,Tecnisys
1190,stada,gTLD,,,,,no,STADA Arzneimittel AG
1191,staples,gTLD,,,,,no,"Staples, Inc."
1192,star,gTLD,,,,,no,Star India Private Limited
1193,starhub,gTLD,,,,,no,Not assigned
1194,statebank,gTLD,,,,,no,STATE BANK OF INDIA
1195,statefarm,gTLD,,,,,no,State Farm Mutual Automobile Insurance Company
1196,statoil,gTLD,,,,,no,Not assigned
1197,stc,gTLD,,,,,no,Saudi Telecom Company
1198,stcgroup,gTLD,,,,,no,Saudi Telecom Company
1199,stockholm,gTLD,,,,,no,Stockholms kommun
1200,storage,gTLD,,,,,no,XYZ.COM LLC
1201,store,gTLD,,,,,no,DotStore Inc.
1202,stream,gTLD,,,,,no,dot Stream Limited
1203,studio,gTLD,,,,,no,United TLD Holdco Ltd.
1204,study,gTLD,,,,,no,OPEN UNIVERSITIES AUSTRALIA PTY LTD
1205,style,gTLD,,,,,no,"Binky Moon, LLC"
1206,su,ccTLD,,,,,no,Russian Institute for Development of Public Networks (ROSNIIROS)
1207,sucks,gTLD,,,,,no,Vox Populi Registry Ltd.
1208,supplies,gTLD,,,,,no,"Binky Moon, LLC"
1209,supply,gTLD,,,,,no,"Binky Moon, LLC"
1210,support,gTLD,,,,,no,"Binky Moon, LLC"
1211,surf,gTLD,,,,,no,Minds + Machines Group Limited
1212,surgery,gTLD,,,,,no,"Binky Moon, LLC"
1213,suzuki,gTLD,,,,,no,SUZUKI MOTOR CORPORATION
1214,sv,ccTLD,,,,,no,SVNet
1215,swatch,gTLD,,,,,no,The Swatch Group Ltd
1216,swiftcover,gTLD,,,,,no,Swiftcover Insurance Services Limited
1217,swiss,gTLD,,,,,no,Swiss Confederation
1218,sx,ccTLD,,,,,no,SX Registry SA B.V.
1219,sy,ccTLD,,,,,no,National Agency for Network Services (NANS)
1220,sydney,gTLD,,,,,no,"State of New South Wales, Department of Premier and Cabinet"
1221,symantec,gTLD,,,,,no,Not assigned
1222,systems,gTLD,,,,,no,"Binky Moon, LLC"
1223,sz,ccTLD,,,,,no,University of Swaziland Department of Computer Science
1224,tab,gTLD,,,,,no,Tabcorp Holdings Limited
1225,taipei,gTLD,,,,,no,Taipei City Government
1226,talk,gTLD,,,,,no,"Amazon Registry Services, Inc."
1227,taobao,gTLD,,,,,no,Alibaba Group Holding Limited
1228,target,gTLD,,,,,no,"Target Domain Holdings, LLC"
1229,tatamotors,gTLD,,,,,no,Tata Motors Ltd
1230,tatar,gTLD,,,,,no,"Limited Liability Company ""Coordination Center of Regional Domain of Tatarstan Republic"""
1231,tattoo,gTLD,,,,,no,"Uniregistry, Corp."
1232,tax,gTLD,,,,,no,"Binky Moon, LLC"
1233,taxi,gTLD,,,,,no,"Binky Moon, LLC"
1234,tc,ccTLD,,,,,no,Melrex TC
1235,tci,gTLD,,,,,no,Asia Green IT System Bilgisayar San. ve Tic. Ltd. Sti.
1236,td,ccTLD,,,,,no,l'Agence de Développement des Technologies de l'Information et de la Communication (ADETIC)
1237,tdk,gTLD,,,,,no,TDK Corporation
1238,team,gTLD,,,,,no,"Binky Moon, LLC"
1239,tech,gTLD,,,,,no,Dot Tech LLC
1240,technology,gTLD,,,,,no,"Binky Moon, LLC"
1241,tel,sTLD,,,,,no,Telnames Ltd.
1242,telecity,gTLD,,,,,no,Not assigned
1243,telefonica,gTLD,,,,,no,Not assigned
1244,temasek,gTLD,,,,,no,Temasek Holdings (Private) Limited
1245,tennis,gTLD,,,,,no,"Binky Moon, LLC"
1246,teva,gTLD,,,,,no,Teva Pharmaceutical Industries Limited
1247,tf,ccTLD,,,,,no,Association Française pour le Nommage Internet en Coopération (A.F.N.I.C.)
1248,tg,ccTLD,,,,,no,Autorite de Reglementation des secteurs de Postes et de Telecommunications (ART&P)
1249,th,ccTLD,,,,,no,Thai Network Information Center Foundation
1250,thd,gTLD,,,,,no,"Home Depot Product Authority, LLC"
1251,theater,gTLD,,,,,no,"Binky Moon, LLC"
1252,theatre,gTLD,,,,,no,XYZ.COM LLC
1253,tiaa,gTLD,,,,,no,Teachers Insurance and Annuity Association of America
1254,tickets,gTLD,,,,,no,Accent Media Limited
1255,tienda,gTLD,,,shop,,no,"Binky Moon, LLC"
1256,tiffany,gTLD,,,,,no,Tiffany and Company
1257,tips,gTLD,,,,,no,"Binky Moon, LLC"
1258,tires,gTLD,,,,,no,"Binky Moon, LLC"
1259,tirol,gTLD,,,,,no,punkt Tirol GmbH
1260,tj,ccTLD,,,,,no,Information Technology Center
1261,tjmaxx,gTLD,,,,,no,"The TJX Companies, Inc."
1262,tjx,gTLD,,,,,no,"The TJX Companies, Inc."
1263,tk,ccTLD,,,,,no,Telecommunication Tokelau Corporation (Teletok)
1264,tkmaxx,gTLD,,,,,no,"The TJX Companies, Inc."
1265,tl,ccTLD,,,,,no,Autoridade Nacional de Comunicações
1266,tm,ccTLD,,,,,no,TM Domain Registry Ltd
1267,tmall,gTLD,,,,,no,Alibaba Group Holding Limited
1268,tn,ccTLD,,,,,no,Agence Tunisienne d'Internet
1269,to,ccTLD,,,,,no,Government of the Kingdom of Tonga H.R.H. Crown Prince Tupouto'a c/o Consulate of Tonga
1270,today,gTLD,,,,,no,"Binky Moon, LLC"
1271,tokyo,gTLD,,,,,no,"GMO Registry, Inc."
1272,tools,gTLD,,,,,no,"Binky Moon, LLC"
1273,top,gTLD,,,,,no,"Jiangsu Bangning Science & Technology Co.,Ltd."
1274,toray,gTLD,,,,,no,"Toray Industries, Inc."
1275,toshiba,gTLD,,,,,no,TOSHIBA Corporation
1276,total,gTLD,,,,,no,Total SA
1277,tours,gTLD,,,,,no,"Binky Moon, LLC"
1278,town,gTLD,,,,,no,"Binky Moon, LLC"
1279,toyota,gTLD,,,,,no,TOYOTA MOTOR CORPORATION
1280,toys,gTLD,,,,,no,"Binky Moon, LLC"
1281,tp,ccTLD,,,,,no,Retired
